acbf9b42-eaca-4cd9-914a-109de59aa943,AL,BOLETO,2500.0,2025-02-02T17:02:14.000Z
df280f1a-b8f4-4a29-be64-66fb7fab2a25,AL,BOLETO,1100.0,2025-06-12T12:29:22.000Z
394c5640-fae2-413f-bdfb-52f316fa6782,AL,CARTAO_CREDITO,5000.0,2025-01-03T18:49:13.000Z
4440113d-717d-4887-8889-574853e47e20,AL,CARTAO_CREDITO,1100.0,2025-03-06T06:33:11.000Z
cdbf1791-ad2f-4357-af93-1af7e9545214,AL,CARTAO_CREDITO,600.0,2025-03-15T13:24:44.000Z
a66abc7f-d362-4942-8be9-e6f7b696b14e,AL,CARTAO_CREDITO,300.0,2025-03-27T20:28:37.000Z
9b459f36-d5b9-4b1a-91d9-0be858e369dc,AL,CARTAO_CREDITO,30.0,2025-04-18T16:21:57.000Z
f70efb0f-6457-4356-aa20-a72c7fb0b45f,AL,CARTAO_CREDITO,1500.0,2025-04-27T11:16:35.000Z
7e8d385e-c6a1-449b-943c-0a7d43c1683a,AL,CARTAO_CREDITO,1500.0,2025-05-09T16:29:05.000Z
b8dc3820-2cc6-4426-9b95-d127228482cf,AL,CARTAO_CREDITO,3000.0,2025-05-11T18:13:18.000Z
14ecf8c2-9b0b-49b4-a44b-b94b551e75bd,AL,CARTAO_CREDITO,1100.0,2025-05-18T12:13:55.000Z
346b4309-9521-487a-934e-4a772f4b2b29,AL,CARTAO_CREDITO,600.0,2025-05-20T23:45:06.000Z
93c92691-1cca-4004-94d7-bfaffb79856b,AL,CARTAO_CREDITO,1100.0,2025-05-26T12:49:28.000Z
f365080a-c5d5-49aa-b26d-d33738955836,AL,CARTAO_CREDITO,900.0,2025-07-02T16:13:48.000Z
8d0016e6-5e86-4833-93f8-e8c22cf797fb,AL,CARTAO_CREDITO,600.0,2025-07-08T06:39:34.000Z
c7c65286-16ce-4386-8fb0-704c917f2636,AL,CARTAO_CREDITO,1500.0,2025-07-23T18:38:16.000Z
2d0792c2-5140-4915-bf1d-a927e1733cba,AL,CARTAO_CREDITO,500.0,2025-08-26T08:06:39.000Z
44642917-5605-441a-a8b7-d68e1a2e39af,AL,CARTAO_CREDITO,500.0,2025-08-26T22:13:12.000Z
b65004e8-93fd-45bf-971f-1cad6d1913e7,AL,CARTAO_CREDITO,3000.0,2025-08-28T21:59:29.000Z
a6081e4a-3506-4635-a250-aef9ded4366a,AL,CARTAO_CREDITO,2500.0,2025-09-16T11:48:16.000Z
b5ed91ec-a169-4623-9670-8a85821ee79e,AL,CARTAO_CREDITO,1500.0,2025-09-22T12:46:15.000Z
8bb48111-9a65-47a8-919e-7eaa5f2ba682,AL,CARTAO_CREDITO,300.0,2025-10-04T19:55:56.000Z
9f88cdc7-9360-43ec-8d98-4a679731df9b,AL,CARTAO_CREDITO,3000.0,2025-10-06T21:18:24.000Z
a9568c4c-7b03-4c78-a0fe-df791bc3b8f3,AL,CARTAO_CREDITO,5000.0,2025-10-07T16:33:46.000Z
585b31ef-a298-428c-9314-0aafd950b7f5,AL,CARTAO_CREDITO,500.0,2025-10-13T12:59:26.000Z
bfad4c91-dace-4916-b223-8902dc2a58ea,AL,CARTAO_CREDITO,1000.0,2025-10-15T06:06:32.000Z
273dbc94-a3fe-4827-b80c-8391ba62c21f,AL,CARTAO_CREDITO,300.0,2025-10-17T18:44:34.000Z
fd5bd9eb-c1f9-40af-b72f-f439fdb8a416,AL,CARTAO_CREDITO,2500.0,2025-10-19T14:01:29.000Z
8ac7274a-42a8-4807-a013-fb1c153b070a,AL,CARTAO_CREDITO,1000.0,2025-10-22T19:25:28.000Z
3870b6ac-352a-4dd3-9305-b54a418e9dfe,AL,CARTAO_CREDITO,150.0,2025-11-12T13:31:16.000Z
255bb363-53f5-486c-9a7c-6b6adf42ee7e,AL,CARTAO_CREDITO,600.0,2025-11-19T11:35:08.000Z
62693962-9efc-4481-9e6b-ea03bdb5d327,AL,CARTAO_CREDITO,3000.0,2025-11-23T08:53:36.000Z
717a2f34-4467-4800-8006-353ded6ff8f6,AL,CARTAO_CREDITO,2200.0,2025-12-07T12:42:12.000Z
b5a940e0-4f73-48bd-9667-437cac2dbbab,AL,CARTAO_CREDITO,150.0,2025-12-11T22:39:54.000Z
5b11bb6e-9e82-4c82-bb62-f2c02ef0634f,AL,PIX,2000.0,2025-02-07T16:31:24.000Z
ea5779f1-c2ec-441c-9388-b4365eea1241,AL,PIX,600.0,2025-03-18T18:36:13.000Z
4636aa74-2a4e-4719-a576-310b0edcb644,AL,PIX,1100.0,2025-03-22T12:24:14.000Z
0740c689-54a5-4d4b-8187-0a3c16785e1e,AL,PIX,300.0,2025-04-13T11:11:07.000Z
9c936642-9b5e-4446-9f05-2a83d041c5c7,AL,PIX,90.0,2025-04-19T19:05:11.000Z
9d18fd2e-d4fd-4dd8-b23b-86c0ac6e6ac8,AL,PIX,600.0,2025-04-27T18:06:14.000Z
9d9888d3-9c4a-4136-a864-e9fcf3d0e608,AL,PIX,900.0,2025-06-02T22:40:09.000Z
134ad48b-9388-4f50-b405-56809f4c4c1c,AL,PIX,300.0,2025-06-19T15:24:55.000Z
d47417ec-616e-4911-8e8d-eed02591953a,AL,PIX,600.0,2025-08-01T16:40:11.000Z
9ec5d39b-15d0-4444-9356-677b6dd8983d,AL,PIX,600.0,2025-11-15T19:45:58.000Z
2875a92e-cecf-4cc7-bfe6-6b0ff6519625,AL,PIX,3000.0,2025-11-26T06:02:59.000Z
08b52f53-c754-4f44-a1b2-78629ddbf7b1,AL,PIX,150.0,2025-12-25T11:45:35.000Z
4c89cc4b-be79-44f0-8c5f-879627d890e7,BA,BOLETO,500.0,2025-06-24T20:19:09.000Z
